,text,newsela_score,Subordination,Complements,Coordination,Apposition,Passive verbs,Parataxis,Auxiliary Verbs,Negation,Prepositional Phrases,Modifiers,Mean word length,Mean sentence length,Basic english ratio,Syllables per sentence,Type token ratio,#nouns,#verbs,#adjectives,#adverbs,#pronouns,#commas,feature_sums
87,44118,830,0.5095272692284426,1.01951599862706,0.2634206837392762,1.623357386809468,0.11339069077824435,0.0,0.4879440035174818,0.6288814064840907,0.3564841509977158,0.301390489517045,0.8850369960411982,0.553252697998951,0.37011758696983604,0.4753104262446716,2.044243778315646,0.5631024823722592,0.7073035267981116,0.20146597410815514,0.382202881152461,1.0671191553544495,0.38814385857970135,12.941211443634264
88,44581,600,0.14413426474452223,0.4705458455201816,0.2309996765098268,0.0,0.8451967643393753,0.0,0.5603313007426027,0.2363488362830319,0.3126091785672277,0.22770140651796633,0.9469060097658628,0.37304396495155745,0.38023338715722493,0.33228676356488906,2.026857264202609,0.43913793103448273,0.49904193279644543,0.1839309726580009,0.27674319727891156,0.453525641025641,0.1832901554404145,9.122864493100773
90,44400,550,0.19966139952314962,0.5766115074202225,0.1230735981404815,0.0,0.10595523564524473,0.0,0.4559476754179748,0.41974520104910035,0.2317274025017226,0.3206217111684479,0.9192649247489999,0.36107756064524504,0.3543385397984805,0.3229715559359174,1.9254188395938832,0.3523242274966413,0.5015425008204792,0.2767613381687788,0.5250463821892393,0.3463286713286713,0.18995525200188412,8.508373523594562
92,44400,430,0.10409696898215492,0.44603824939933884,0.1433721950560123,0.0,0.13465144529916517,0.0,0.39548635999383197,0.49786444679990516,0.21268498863873384,0.23125924099480955,0.8774681158037477,0.2992140784511824,0.3288509935018593,0.2590322022043859,1.9148515691263785,0.26063396872992073,0.4305325815292853,0.2095765205698361,0.42897811298432414,0.3450738573021182,0.1195370578959225,7.639202953262913
93,44395,810,0.1561454534732324,0.9466934272965558,0.22343718710027888,0.4005687058361025,0.3847184151404719,0.0,0.6149090248409083,0.4877039478856213,0.28747531431389295,0.37756610774662785,0.957616750718091,0.44814432392789594,0.43223359612311907,0.4254222055552682,2.3861758097603865,0.49141625615763546,0.6071021938350458,0.39006051098162253,0.4873086734693878,0.6122596153846154,0.23369494818652847,11.350652467733287
94,44472,790,0.26767792023982695,0.6007862134766604,0.4524603038780648,1.6523459115739227,0.0,1.061739130879766,0.2838041653111884,0.9144449022855401,0.29974560211997375,0.4294814475617892,0.8230743446485419,0.5306391797880585,0.4004555134434158,0.4492796294896331,1.9846797882178022,0.5066976127320955,0.5395456390318928,0.37322863152087715,0.6664050235478807,1.007350221893491,0.3806795536070147,13.624520735247437
95,44118,570,0.23920154574622834,0.6182171481036428,0.07986690943158906,1.0738650411776363,0.06875818483361626,0.0,0.2817913698125275,0.21791027458719253,0.2882212284662383,0.14058312522480823,0.8684299639938948,0.38258313951244205,0.3992750828420531,0.3165932692504322,2.1076373893738025,0.46685760109978236,0.4770186576080288,0.1238989711569533,0.20147128618889415,0.5537231663685152,0.15345222315941678,9.059355577937694
96,44418,1050,0.5126284698932535,0.8367725649108889,0.3364205194453256,0.15871590231241797,0.36584543628452426,0.0,0.6122316270549536,0.5797235606942291,0.48340303658673034,0.513632384311922,0.961291289467927,0.6144574825336782,0.4544577451365668,0.5576232995396473,2.3072391857506362,0.7493226600985221,0.6483615662316023,0.4915396683101748,0.5113732993197279,0.453525641025641,0.4238584844559586,12.572423823364327
97,44118,980,0.6691948005995675,1.310806283949077,0.402186936780502,1.802559176262461,0.17312328681321235,1.061739130879766,0.6030838512862754,0.731555921828432,0.39966080282663174,0.33037034427829937,0.8705229174576843,0.644279152352646,0.3745053559921867,0.5502493146433559,2.026923539872489,0.6273399014778325,0.829902804776451,0.2359390407888839,0.4909183673469388,1.2789423076923077,0.5608678756476684,15.974671113552668
99,44621,1040,0.3264859481713041,0.7414661808196801,0.3412495221167896,0.5098147165186759,0.24482080963484576,0.0,0.3511718207133392,0.543124851054442,0.4551161295346332,0.34839054487529747,1.0305785741994309,0.5837693235190018,0.4944500267085847,0.5827981838377693,2.0839478577290986,0.803373131836019,0.5954137033498228,0.35474705422057445,0.4405050155655483,0.4496822033898305,0.29823482919118294,11.579140426985871
100,44266,1020,0.5219719444676626,0.8957176273652028,0.26812462452033464,1.9227297880132919,0.41549588835170964,0.0,0.3784055537482512,0.8047115140112753,0.4417303610189087,0.40777139636635806,0.962111426125924,0.6122230916881012,0.4855930558251754,0.5911829984529514,1.9086650198423756,0.7392894461859978,0.6751533664891066,0.38054683998207084,0.5469233147804576,0.5565996503496504,0.4915508714083843,14.00649777899319
101,44266,560,0.2007584401798702,0.7919454632192342,0.05027336709756275,1.0514928528197691,0.17312328681321235,0.0,0.236503471092657,0.182888980457108,0.226123875283489,0.19350263022014674,0.9130782012630939,0.3647298242002376,0.408722982108054,0.33423852135381643,2.031928020728811,0.42597153804050353,0.4628035422259249,0.19027341999103542,0.21390778533635674,0.5417111823361823,0.22402130109383994,9.217998685860906
102,44294,530,0.2537363618940026,0.5734777492277213,0.21505829258401843,0.5257464264098846,0.4712800585470781,0.0,0.45526918185336473,0.42674095439991866,0.21473003660641396,0.24777775820872452,0.789154789657933,0.3556009260620435,0.4088039601126983,0.2952552740271018,2.4914305493189643,0.3767005554973273,0.48658469574054486,0.16193482552428545,0.2918475900998697,0.6223915711947626,0.24568680410098112,9.90920836106764
103,44322,1200,0.4779962861425482,1.1547579168122823,0.6128562846179078,2.231739932515428,0.4616620981685663,1.2134161495768754,0.5135503943726266,0.41803195533053256,0.5829638778072673,0.6364685816300298,1.0076473448197203,0.7477761363197731,0.5101803241269116,0.7375648326225062,2.279990914205772,0.9663569189431258,0.7073035267981116,0.5967666354264292,0.3445616883116883,0.6802884615384616,0.5873616344795101,17.469241894566075
104,44482,610,0.08838421894711268,0.31739649013861304,0.08853171564350674,1.2697272184993438,0.24389695752301616,0.0,0.22490141402018704,0.0966205934490382,0.23892333992217707,0.2543228310670682,0.8707800966284144,0.393252788821554,0.5425526311168858,0.329359126881498,2.319778529151455,0.5606660955236666,0.3895294785264963,0.22336444955469376,0.20402617568766634,0.5323996655518395,0.20321299842306825,9.3916268150773
105,44221,700,0.20494090768361753,0.9557962487128688,0.17595678484146962,0.5257464264098846,0.20197716794874776,0.0,0.4138810744121498,0.8801532184498323,0.28988554941865885,0.19409257726350088,0.8872321290017685,0.4582299019170694,0.4457856683375971,0.3891737729128505,2.0056764808313177,0.47110582639714627,0.6219393080466153,0.1312230482696796,0.3858638282899366,1.0438909151193634,0.33181838484902626,11.0143692191131
106,44256,1160,0.5829430263000677,0.577725732555334,0.39622861179116126,1.6823885645116305,0.5026987291168833,0.0,0.5444835467822059,1.137975878399783,0.399193363291162,0.5579588036700167,0.9477465443272517,0.6881923804377196,0.5413628227153138,0.6510035354756816,2.3670517846090364,0.7761682865131141,0.7710245652483919,0.524537536191503,0.8194980694980695,0.47804054054054057,0.34181137095644865,15.288033692931315
107,44089,790,0.22901333176074085,0.441790266071726,0.4170827492538539,1.3085244390646014,0.5026987291168833,0.0,0.3237469737623927,0.34139276351993497,0.34684013531855057,0.39938103841643297,0.9369516646706523,0.4991871641048796,0.4290687057749373,0.44629438278206085,2.317303478818251,0.6613816015580251,0.48250163068398316,0.345147133937227,0.3861532985287138,0.41133720930232553,0.3452675021086878,11.57106419855486
108,44294,690,0.2810618162518183,0.6881732990732655,0.31281206194039046,0.9813933292984511,0.43088462495732854,1.9819130443088966,0.4745836319925984,0.42674095439991866,0.3141193678356684,0.22905677203295424,0.8035174851499186,0.45235774666526973,0.42662518690258494,0.3822918437017387,2.2705689639848714,0.49539936664320894,0.5725790455032332,0.19706889927642954,0.25783527696793,0.7045844780219781,0.45167931162102143,13.135246506529473
109,44508,1060,0.516235989033952,0.8738708559660514,0.1915175889430962,0.686689210004747,0.19785518492938556,0.0,0.6351807509345645,0.20901597766526628,0.47478501388426925,0.5339863523845164,0.9883639903095014,0.5833249700853052,0.4583248911925603,0.5557630303970759,2.2467497688957505,0.7218281335522715,0.6758678144959733,0.34672045420588676,0.6898526077097505,0.5442307692307693,0.28104490500863555,12.411208258829328
110,44352,660,0.17034049469807172,0.250244836026642,0.0853123805291974,0.45883324486680827,0.17627098293708893,0.0,0.38528565472549214,0.744856938588949,0.31054982956480853,0.34118246463649826,0.8757213874993184,0.4054616172326807,0.4074099551925657,0.3431362406856914,2.154711714109435,0.49476480247271315,0.39294640377672874,0.3432383262583384,0.3255802320928371,0.46686463046757165,0.17250838159097837,9.305220517952415
111,44331,1040,0.6138131619292584,1.2919728603291192,0.3235986847659212,0.29006699388131557,0.8914854309461969,0.0,0.8677230801468518,1.2360772472273507,0.3960341167755734,0.528592550845279,0.9651069664811142,0.6023917719675623,0.38103408920967496,0.5633039127633863,2.053922123813623,0.5297536945812807,0.8187574158693293,0.6365510777881911,0.6563079777365491,0.8163461538461538,0.39990579368817714,14.862745104591909
113,41496,860,0.3366886340516574,0.8124268114059385,0.17595678484146962,0.7886196396148267,0.10098858397437388,0.0,0.5173513430151873,0.640111431599878,0.36810863418242395,0.39231478383048046,0.9834750391068785,0.4937149083702297,0.5026407134255287,0.4704616162121506,2.1842199038118104,0.610199467011225,0.6106773619349817,0.40550073112843615,0.366886918701907,0.524156683480454,0.17127112885415782,11.455771118553995
114,44300,800,0.25071241825279567,0.6461721118058832,0.26434822135807645,0.35543420377006274,0.13654794452873087,0.8374280468910831,0.3450952057070319,0.7212523172956373,0.29448690734593913,0.3275784822139757,0.9750538481531864,0.44316564278736664,0.40629993152248345,0.4111077511946493,2.1879962049171073,0.48256915498294806,0.5622156238651657,0.26931007137192703,0.48869701726844583,0.46050295857988166,0.35530091669988045,11.22127498051226
115,44357,1220,0.4684363604196972,0.9973526073525588,0.20400786648286334,1.8286832222952505,0.14050585596434625,0.0,0.46066763065004496,1.0019135451128527,0.49294547533994165,0.5458292644597988,0.9608704702838611,0.6730672731753521,0.5250703796697862,0.6418280421280473,2.2467497688957505,0.8364532019704433,0.7496208318202209,0.5659414543323105,0.4998037676609105,0.3139792899408284,0.4511757672379434,14.60490207519281
116,44400,680,0.29585454342296663,0.6170754728532205,0.21402930553816188,0.14757794425540616,0.1700860361673665,0.0,0.4995617178869457,0.4492010046314934,0.3203190922008461,0.3431214803732513,0.9342450869857689,0.4124207706666298,0.3484103040786749,0.3803165767008995,2.001353330968104,0.4208569569662608,0.5293655326350647,0.3159256784756814,0.5312379668848671,0.3850689404934688,0.17637354580115358,9.492401287986231
117,44428,950,0.3548760306209827,0.6024412719159901,0.1706247610583948,0.8921757539076829,0.1958566477078766,0.900869565594953,0.421406184856007,0.23276779330904657,0.41495882398745976,0.47252970454350696,0.9156189034473889,0.5653008839309839,0.4622232367039488,0.5081540814743112,2.216137017369178,0.6646815622800845,0.6062601658269529,0.4077287571236473,0.386752915451895,0.6438444368131868,0.44186019615099925,12.477068694074477
119,44322,610,0.05511016004937614,0.47977223464802826,0.20240780478495854,0.329880110688555,0.19009615806940966,0.0,0.2596900859056626,0.10040963632939263,0.25406713574943773,0.1710152370381785,0.9487063071487511,0.34583933201328154,0.4011731756538878,0.30880337995556056,2.282651671386358,0.48348181532334134,0.38124161728125167,0.1457413429718569,0.15360399478940512,0.303958674304419,0.1052943446147062,7.9029442187058185
120,44428,830,0.2936466736959296,0.502149670965567,0.14006510236136885,0.8788596978792099,0.2411667676999973,1.774847502366176,0.39534908600563556,0.15286243142683656,0.33404485012375185,0.4023614939270034,0.8983573086487574,0.4790037441618096,0.45165126923677607,0.42194563699374127,2.204260925953328,0.5576354679802955,0.5265481810608165,0.3044374719856567,0.38503401360544215,0.6009214743589744,0.3849093264248704,12.33005809686194
121,43993,560,0.4045586749079203,0.6603683172925275,0.2132809513229935,0.0,0.0,0.0,0.4816070684068652,0.46553558661809313,0.20078652773586758,0.3003366766166358,0.8904428730038947,0.3658165477409805,0.3255315786701315,0.3206783436923732,2.4411414599236645,0.3274487341047084,0.542814334519481,0.38054683998207084,0.4533103939250118,0.4587991949910554,0.17902759368598628,9.412031697140263
124,42157,1020,0.5725333294018522,0.8283567488844863,0.5343872724815003,0.9346603136175724,0.35907052079777374,0.8257971017953736,0.6162229330136452,0.640111431599878,0.4949016081785922,0.48087239000508014,0.937075215916024,0.6145762182790953,0.4301571601274865,0.5517958705434952,2.0479358637044727,0.6687584779039052,0.6868019752967172,0.5129109582367042,0.48129251700680264,0.6507107023411371,0.541901329128182,14.410829938259775
125,41496,1220,0.6199893005554816,0.9895302339615584,0.5106196893438726,0.8659352905574568,0.23762019758676206,1.7487468038019676,0.6232562061735902,0.5271505907293114,0.5803124350640566,0.5519128104413943,1.0324407654382,0.7531790701158577,0.5825174454625494,0.7510132407309186,2.1912938537233444,0.9924021040327293,0.8391736758621663,0.6578945369181564,0.5139225181598063,0.691818774445893,0.49395143584789675,16.75468097895297
126,44384,1070,0.4684363604196972,0.7382702059023539,0.2588789478127369,1.0152344785846046,0.16715351830241193,4.100509746845993,0.3653570863776219,0.5297473916688646,0.5077360471481709,0.5149220538406597,0.9526310075808285,0.6062647160998957,0.4370836878255276,0.5574708184623873,2.1726254880835034,0.6996259806604633,0.6156160325835416,0.5708202599731063,0.49466175359032505,0.4913194444444444,0.5295048934945308,16.793869919701667
127,44482,890,0.23010908932897406,0.4292698941587621,0.23049309827186665,1.770935331064874,0.2267813815564887,0.0,0.25558971612820475,0.3593608037051947,0.37714989888164135,0.4590408994182686,0.9026195318967299,0.5498984830354731,0.6033238449454195,0.4791077432369524,2.2451680481125296,0.7528078817733991,0.4809663982227159,0.47948901837740926,0.3320918367346939,0.530625,0.3299222797927461,12.024750178642343
128,44266,1130,0.598984198569449,1.002802621600387,0.3846049941890047,2.0685105301372504,0.3708433247583565,0.0,0.4016681902491683,1.007388482517841,0.5406972725040194,0.48959801840587314,0.9677903815479119,0.6881923804377196,0.5001550434336952,0.6672778694898598,1.9313451502997372,0.8199131669032312,0.7512602431527965,0.3998966793031931,0.6240487720511934,0.6802884615384616,0.5685101431456924,15.46377592423484
129,44418,1220,0.5702703518152836,0.9973526073525588,0.4488173062622994,0.3657366444590501,0.2810117119286925,0.0,0.6622097190594396,0.6679423634085684,0.5889738146918783,0.6377584037372388,0.9842023478811851,0.7357104257536573,0.47266130259453704,0.6938498939636891,2.350917433142352,0.8817610837438423,0.7426687031380172,0.665956969968624,0.6316964285714285,0.5102163461538461,0.6460977979274611,14.535811655553651
130,44118,710,0.3615999975169592,1.1536628405516733,0.21402930553816188,1.1806235540432493,0.11339069077824435,0.0,0.4182377173006987,0.539041205557792,0.30481978128790194,0.22720206132823395,0.8675138547055772,0.46971860887018957,0.3639142914034006,0.3960441846698507,2.063228839970807,0.49051268016785254,0.6199821037366164,0.14094327406743362,0.3476001511715797,0.932247150997151,0.23420408750719632,11.438516381170569
132,44294,790,0.33586003199902814,0.7790641121584139,0.3718332057027283,1.2697272184993438,0.4877939150460323,2.2436751445006378,0.5122754430459816,0.48310296724519103,0.33893776128494885,0.24933610888928254,0.8232610928255492,0.49892275588584917,0.44318858603111133,0.42839091877375796,2.3660026502670735,0.566170704735096,0.6206949316799756,0.24075412325396317,0.309402332361516,0.735822213500785,0.5274267738183356,14.631642991504602
133,44453,1060,0.4059781790304043,0.6626853991075891,0.4692180929105857,0.8411942822558153,0.43088462495732854,0.0,0.5628782612005236,0.5120891452799025,0.4417303610189087,0.5109727991504364,0.9760019392513449,0.599653009855089,0.47129074883410216,0.579749106382052,2.2705812285465443,0.7508512660962752,0.6411230798462415,0.433956922786572,0.5572860723236662,0.3580465587044534,0.4437551131715298,12.919926190709365
134,44294,380,0.09368727208393944,0.3823184994851475,0.07820301548509762,0.42059714112790764,0.3770240468376625,0.0,0.3311048595297198,0.17069638175996749,0.16687591416269884,0.167387641101005,0.7841991471561347,0.28957705358678065,0.3924755726708441,0.2403323568274688,2.400830898752867,0.3219077474249888,0.4115220519552649,0.1314616356301699,0.2362708719851577,0.5442307692307693,0.15996231747527084,8.100665194268862
135,44452,830,0.4015168803597404,0.9466934272965558,0.10427068731346348,0.801137411672205,0.615549464224755,0.0,0.6727209844413354,0.24385197394281066,0.34123086089291366,0.3272239600470775,0.9574264385948166,0.49047361716910487,0.41768856813998556,0.45305177675477165,2.059117377038032,0.5622824302134647,0.6797972785337406,0.22832810398924247,0.360969387755102,0.6122596153846154,0.2566062176165803,11.532196461380316
136,44453,610,0.1590915941048028,0.6925014330297012,0.10623805877220809,1.1110113161869257,0.18292271814226213,0.0,0.36234116703252356,0.2898617803471146,0.17780341575603872,0.24933610888928254,0.9539970902774509,0.3571377367869215,0.3978719294857163,0.3257742656365293,2.2405773794207624,0.4779732582688247,0.46191250729672595,0.1863902889708102,0.3830695543523532,0.2637853218210361,0.19077138627471713,9.570368310852706
137,44300,540,0.2007584401798702,0.5734777492277213,0.13406231226016732,0.15021326468853843,0.11541552454214157,0.0,0.2601538182019227,0.365777960914216,0.17879562231717733,0.2642962754226395,0.9710852129483775,0.3210350698867316,0.34782826214068846,0.29520336557526855,2.22437048153653,0.3381955847473089,0.4497053287667006,0.2043677473977788,0.360969387755102,0.453525641025641,0.1323762233736327,8.341613272908155
140,44271,580,0.059800386436557086,0.585679403466609,0.13976709150528083,0.0,0.27503273933446504,0.0,0.3240600752844066,0.5447756864679814,0.27568987070683665,0.26991960043163177,0.8997814097988562,0.3671848956231556,0.3419725674918553,0.30939796767655875,2.1461135283278883,0.38654276757725037,0.4554606043775719,0.31135650543987614,0.360969387755102,0.386527534965035,0.17495878473857748,8.614990807405496
141,44367,820,0.2810618162518183,0.6554031419745385,0.1206560810341506,0.9613648940066459,0.5539945178022796,0.0,0.45408666449790147,0.5852447374627456,0.3197286422613053,0.4153227185212906,0.9718172699739419,0.46282828222844435,0.42702951986546733,0.4215796824083174,2.035799281544679,0.5576354679802955,0.558588426291842,0.4215288073647554,0.310989010989011,0.3663091715976331,0.3214627341570347,11.202430868214096
142,44221,950,0.3615999975169592,1.100004103781828,0.42805861107632376,0.5903117770216246,0.05669534538912217,0.0,0.4879440035174818,0.808561808336688,0.42881426859145527,0.2735698289462409,0.8796475110543657,0.6310036578803366,0.47935529686271516,0.5338631599124934,2.008848781890829,0.6642422486235873,0.7535325154777268,0.26115959606612704,0.41051420568227287,1.3072209653092006,0.5714340140201158,13.036381696957495
143,44107,1260,0.6387768551177688,1.2512241801332102,0.5971866637043818,0.5735415560835103,0.5141237002331761,0.0,0.7073603817225832,1.7457584498178491,0.5822809304340161,0.6427204879596006,1.0210804123169204,0.7848670243563516,0.45125210770850666,0.7855215176123727,2.0333706513251206,0.8225123152709359,0.848764232157734,0.6849843119677275,1.100956632653061,0.6122596153846154,0.618604274611399,17.01714630057084
145,44482,1060,0.36033566186130556,0.5293640762102042,0.415077543728595,2.1029857056395382,0.18644046272192102,0.0,0.30563525495051064,0.49239340892298317,0.4870360390721301,0.6658233092378033,0.9127440323285431,0.7038654988327815,0.6357146289599828,0.6138490393762411,2.201818771826807,0.9607089312486613,0.5637926662883499,0.6370023191004229,0.4551353149955634,0.6507107023411371,0.46619452579409776,14.34662789343758
146,41496,1030,0.43635167819917,0.8379583550359397,0.3599481260683945,0.806624654217905,0.177075873270135,0.8144848127296834,0.562424692899798,0.42089518790128966,0.4437473946308672,0.5141105631508878,1.0241999940621853,0.6016180724508848,0.5649395115270486,0.5967790746778188,2.1544951281573885,0.7761120505845158,0.6897089117036312,0.5225419295276196,0.4525586353944563,0.6396742250287026,0.3446949191864512,13.740943790404774
147,44367,570,0.13879595864287325,0.67967733241804,0.13902758308461796,0.31155343787252415,0.35907052079777374,0.0,0.2697891448019939,0.2844939695999458,0.18541768240299872,0.21535252071474328,0.9426238353160321,0.3537937504874185,0.3526592102259758,0.3065056364448226,2.233716575996768,0.458057705840957,0.4571009186790517,0.310650481618017,0.17680133277800916,0.3887362637362637,0.14588400126890136,8.709707862727727
148,44621,1220,0.4684363604196972,0.8437373781741186,0.45303815867228964,0.5801339877626311,0.3900248760389612,0.0,0.4795311758706287,0.6180386236136753,0.6346700589352138,0.5240357185104059,1.0453235598235648,0.7172535142028343,0.5255313721014542,0.7303901140780892,2.088449262963938,0.952188865136165,0.7295457760684926,0.545689808276177,0.44950904890257987,0.46208272859216254,0.4876209795678952,13.725231367710975
